,gait,task,direction,id,length
145,ds_crawl,turn,backward,Quadruped_145,9172
146,ds_crawl,turn,backward,Quadruped_146,2377
147,ds_crawl,turn,backward,Quadruped_147,2224
148,ds_crawl,turn,backward,Quadruped_148,2584
149,ds_crawl,turn,backward,Quadruped_149,3156
150,ds_crawl,turn,backward,Quadruped_150,2244
151,ds_crawl,turn,backward,Quadruped_151,4381
152,ds_crawl,turn,backward,Quadruped_152,6312
153,ds_crawl,turn,backward,Quadruped_153,2605
154,ds_crawl,turn,backward,Quadruped_154,2190
155,ds_crawl,turn,backward,Quadruped_155,3025
156,ds_crawl,turn,backward,Quadruped_156,4578
157,ds_crawl,turn,backward,Quadruped_157,2124
158,ds_crawl,turn,backward,Quadruped_158,2382
159,ds_crawl,turn,backward,Quadruped_159,2475
160,ds_crawl,turn,left,Quadruped_160,2263
161,ds_crawl,turn,left,Quadruped_161,3000
162,ds_crawl,turn,left,Quadruped_162,2779
163,ds_crawl,turn,left,Quadruped_163,2420
164,ds_crawl,turn,left,Quadruped_164,2420
165,ds_crawl,turn,left,Quadruped_165,4200
166,ds_crawl,turn,left,Quadruped_166,2301
167,ds_crawl,turn,left,Quadruped_167,2132
168,ds_crawl,turn,left,Quadruped_168,2377
169,ds_crawl,turn,left,Quadruped_169,3191
170,ds_crawl,turn,left,Quadruped_170,3195
171,ds_crawl,turn,left,Quadruped_171,4370
172,ds_crawl,turn,left,Quadruped_172,2502
173,ds_crawl,turn,left,Quadruped_173,2855
174,ds_crawl,turn,left,Quadruped_174,2500
175,ds_crawl,turn,left,Quadruped_175,3000
176,ds_crawl,turn,left,Quadruped_176,2500
177,ds_crawl,turn,left,Quadruped_177,12327
178,ds_crawl,turn,left,Quadruped_178,2196
179,ds_crawl,turn,left,Quadruped_179,3634
180,ds_crawl,turn,right,Quadruped_180,2902
181,ds_crawl,turn,right,Quadruped_181,2581
182,ds_crawl,turn,right,Quadruped_182,2207
183,ds_crawl,turn,right,Quadruped_183,6657
184,ds_crawl,turn,right,Quadruped_184,3435
185,ds_crawl,turn,right,Quadruped_185,5823
186,ds_crawl,turn,right,Quadruped_186,3000
187,ds_crawl,turn,right,Quadruped_187,3024
188,ds_crawl,turn,right,Quadruped_188,2741
189,ds_crawl,turn,right,Quadruped_189,22023
190,ds_crawl,turn,right,Quadruped_190,3746
191,ds_crawl,turn,right,Quadruped_191,2500
192,ds_crawl,turn,right,Quadruped_192,2198
193,ds_crawl,turn,right,Quadruped_193,2398
194,ds_crawl,turn,right,Quadruped_194,6204
195,ds_crawl,turn,right,Quadruped_195,8484
196,ds_crawl,turn,right,Quadruped_196,4574
197,ds_crawl,turn,right,Quadruped_197,5880
198,ds_crawl,turn,right,Quadruped_198,2734
199,ds_crawl,turn,right,Quadruped_199,2302
200,ls_crawl,straight,forward,Quadruped_200,2188
201,ls_crawl,straight,forward,Quadruped_201,9846
202,ls_crawl,straight,forward,Quadruped_202,2550
203,ls_crawl,straight,forward,Quadruped_203,6206
204,ls_crawl,straight,forward,Quadruped_204,2649
205,ls_crawl,straight,forward,Quadruped_205,2385
206,ls_crawl,straight,forward,Quadruped_206,2324
207,ls_crawl,straight,forward,Quadruped_207,7436
208,ls_crawl,straight,forward,Quadruped_208,3024
209,ls_crawl,straight,forward,Quadruped_209,2807
210,ls_crawl,straight,forward,Quadruped_210,3870
211,ls_crawl,straight,forward,Quadruped_211,3294
212,ls_crawl,straight,forward,Quadruped_212,4608
213,ls_crawl,straight,forward,Quadruped_213,2238
214,ls_crawl,straight,forward,Quadruped_214,2792
215,ls_crawl,straight,forward,Quadruped_215,9846
216,ls_crawl,straight,forward,Quadruped_216,3000
217,ls_crawl,straight,forward,Quadruped_217,5630
218,ls_crawl,straight,forward,Quadruped_218,3000
219,ls_crawl,straight,forward,Quadruped_219,4092
220,ls_crawl,straight,backward,Quadruped_220,2759
221,ls_crawl,straight,backward,Quadruped_221,3447
222,ls_crawl,straight,backward,Quadruped_222,7056
223,ls_crawl,straight,backward,Quadruped_223,3200
224,ls_crawl,straight,backward,Quadruped_224,3234
225,ls_crawl,straight,backward,Quadruped_225,4533
226,ls_crawl,straight,backward,Quadruped_226,2460
227,ls_crawl,straight,backward,Quadruped_227,2480
228,ls_crawl,straight,backward,Quadruped_228,6583
229,ls_crawl,straight,backward,Quadruped_229,3028
230,ls_crawl,straight,backward,Quadruped_230,2218
231,ls_crawl,straight,backward,Quadruped_231,4607
232,ls_crawl,straight,backward,Quadruped_232,9076
233,ls_crawl,straight,backward,Quadruped_233,2217
234,ls_crawl,straight,backward,Quadruped_234,2362
235,ls_crawl,straight,backward,Quadruped_235,2386
236,ls_crawl,straight,backward,Quadruped_236,3234
237,ls_crawl,straight,backward,Quadruped_237,4075
238,ls_crawl,straight,backward,Quadruped_238,4964
239,ls_crawl,straight,backward,Quadruped_239,2201
240,ls_crawl,straight,left,Quadruped_240,3074
241,ls_crawl,straight,left,Quadruped_241,2861
242,ls_crawl,straight,left,Quadruped_242,7008
243,ls_crawl,straight,left,Quadruped_243,2649
244,ls_crawl,straight,left,Quadruped_244,2926
245,ls_crawl,straight,left,Quadruped_245,3532
246,ls_crawl,straight,left,Quadruped_246,4452
247,ls_crawl,straight,left,Quadruped_247,2664
248,ls_crawl,straight,left,Quadruped_248,4742
249,ls_crawl,straight,left,Quadruped_249,2796
250,ls_crawl,straight,left,Quadruped_250,6864
251,ls_crawl,straight,left,Quadruped_251,2301
252,ls_crawl,straight,left,Quadruped_252,4200
253,ls_crawl,straight,left,Quadruped_253,3000
254,ls_crawl,straight,left,Quadruped_254,3780
255,ls_crawl,straight,left,Quadruped_255,3050
256,ls_crawl,straight,left,Quadruped_256,3028
257,ls_crawl,straight,left,Quadruped_257,3720
258,ls_crawl,straight,left,Quadruped_258,3992
259,ls_crawl,straight,left,Quadruped_259,3989
260,ls_crawl,straight,right,Quadruped_260,48
261,ls_crawl,straight,right,Quadruped_261,4846
262,ls_crawl,straight,right,Quadruped_262,5426
263,ls_crawl,straight,right,Quadruped_263,4399
264,ls_crawl,straight,right,Quadruped_264,4179
265,ls_crawl,straight,right,Quadruped_265,3984
266,ls_crawl,straight,right,Quadruped_266,3150
267,ls_crawl,straight,right,Quadruped_267,3150
268,ls_crawl,straight,right,Quadruped_268,2379
269,ls_crawl,straight,right,Quadruped_269,5040
270,ls_crawl,straight,right,Quadruped_270,2391
271,ls_crawl,straight,right,Quadruped_271,4110
272,ls_crawl,straight,right,Quadruped_272,2236
273,ls_crawl,straight,right,Quadruped_273,3289
274,ls_crawl,straight,right,Quadruped_274,4436
275,ls_crawl,straight,right,Quadruped_275,17400
276,ls_crawl,straight,right,Quadruped_276,5115
277,ls_crawl,straight,right,Quadruped_277,4172
278,ls_crawl,straight,right,Quadruped_278,3879
279,ls_crawl,straight,right,Quadruped_279,6657
280,ls_crawl,rotate,left,Quadruped_280,3984
281,ls_crawl,rotate,left,Quadruped_281,2704
282,ls_crawl,rotate,left,Quadruped_282,2174
283,ls_crawl,rotate,left,Quadruped_283,7336
284,ls_crawl,rotate,left,Quadruped_284,3000
285,ls_crawl,rotate,left,Quadruped_285,2235
286,ls_crawl,rotate,left,Quadruped_286,2641
287,ls_crawl,rotate,left,Quadruped_287,3532
288,ls_crawl,rotate,left,Quadruped_288,2878
289,ls_crawl,rotate,left,Quadruped_289,4478
290,ls_crawl,rotate,left,Quadruped_290,2904
291,ls_crawl,rotate,left,Quadruped_291,2240
292,ls_crawl,rotate,left,Quadruped_292,3443
293,ls_crawl,rotate,left,Quadruped_293,10800
294,ls_crawl,rotate,left,Quadruped_294,2306
295,ls_crawl,rotate,left,Quadruped_295,18368
296,ls_crawl,rotate,left,Quadruped_296,4240
297,ls_crawl,rotate,left,Quadruped_297,3000
298,ls_crawl,rotate,left,Quadruped_298,4746
299,ls_crawl,rotate,left,Quadruped_299,3687
300,ls_crawl,rotate,right,Quadruped_300,5160
301,ls_crawl,rotate,right,Quadruped_301,2380
302,ls_crawl,rotate,right,Quadruped_302,4085
303,ls_crawl,rotate,right,Quadruped_303,2391
304,ls_crawl,rotate,right,Quadruped_304,3014
305,ls_crawl,rotate,right,Quadruped_305,2836
306,ls_crawl,rotate,right,Quadruped_306,4280
307,ls_crawl,rotate,right,Quadruped_307,5169
308,ls_crawl,rotate,right,Quadruped_308,2378
309,ls_crawl,rotate,right,Quadruped_309,2370
310,ls_crawl,rotate,right,Quadruped_310,4280
311,ls_crawl,rotate,right,Quadruped_311,2694
312,ls_crawl,rotate,right,Quadruped_312,2238
313,ls_crawl,rotate,right,Quadruped_313,2592
314,ls_crawl,rotate,right,Quadruped_314,2397
315,ls_crawl,rotate,right,Quadruped_315,2694
316,ls_crawl,rotate,right,Quadruped_316,7983
317,ls_crawl,rotate,right,Quadruped_317,2172
318,ls_crawl,rotate,right,Quadruped_318,3532
319,ls_crawl,rotate,right,Quadruped_319,2371
320,ls_crawl,turn,forward,Quadruped_320,2813
321,ls_crawl,turn,forward,Quadruped_321,8883
322,ls_crawl,turn,forward,Quadruped_322,2571
323,ls_crawl,turn,forward,Quadruped_323,2468
324,ls_crawl,turn,forward,Quadruped_324,2825
325,ls_crawl,turn,forward,Quadruped_325,3329
326,ls_crawl,turn,forward,Quadruped_326,2305
327,ls_crawl,turn,forward,Quadruped_327,2545
328,ls_crawl,turn,forward,Quadruped_328,10889
329,ls_crawl,turn,forward,Quadruped_329,4011
330,ls_crawl,turn,forward,Quadruped_330,4219
331,ls_crawl,turn,forward,Quadruped_331,2256
332,ls_crawl,turn,forward,Quadruped_332,5486
333,ls_crawl,turn,forward,Quadruped_333,5584
334,ls_crawl,turn,forward,Quadruped_334,2571
335,ls_crawl,turn,forward,Quadruped_335,2579
336,ls_crawl,turn,forward,Quadruped_336,2841
337,ls_crawl,turn,forward,Quadruped_337,2887
338,ls_crawl,turn,forward,Quadruped_338,2385
339,ls_crawl,turn,forward,Quadruped_339,2400
340,ls_crawl,turn,backward,Quadruped_340,2400
341,ls_crawl,turn,backward,Quadruped_341,2444
342,ls_crawl,turn,backward,Quadruped_342,2323
343,ls_crawl,turn,backward,Quadruped_343,6261
344,ls_crawl,turn,backward,Quadruped_344,3014
345,ls_crawl,turn,backward,Quadruped_345,5178
346,ls_crawl,turn,backward,Quadruped_346,2235
347,ls_crawl,turn,backward,Quadruped_347,2253
348,ls_crawl,turn,backward,Quadruped_348,3098
349,ls_crawl,turn,backward,Quadruped_349,2483
350,ls_crawl,turn,backward,Quadruped_350,2537
351,ls_crawl,turn,backward,Quadruped_351,2253
352,ls_crawl,turn,backward,Quadruped_352,2790
353,ls_crawl,turn,backward,Quadruped_353,2322
354,ls_crawl,turn,backward,Quadruped_354,5851
355,ls_crawl,turn,backward,Quadruped_355,4914
356,ls_crawl,turn,backward,Quadruped_356,2303
357,ls_crawl,turn,backward,Quadruped_357,2387
358,ls_crawl,turn,backward,Quadruped_358,2275
359,ls_crawl,turn,backward,Quadruped_359,4681
360,ls_crawl,turn,left,Quadruped_360,17367
361,ls_crawl,turn,left,Quadruped_361,4755
362,ls_crawl,turn,left,Quadruped_362,4360
363,ls_crawl,turn,left,Quadruped_363,2397
364,ls_crawl,turn,left,Quadruped_364,2395
365,ls_crawl,turn,left,Quadruped_365,2253
366,ls_crawl,turn,left,Quadruped_366,3532
367,ls_crawl,turn,left,Quadruped_367,8130
368,ls_crawl,turn,left,Quadruped_368,2673
369,ls_crawl,turn,left,Quadruped_369,4200
370,ls_crawl,turn,left,Quadruped_370,3486
371,ls_crawl,turn,left,Quadruped_371,2400
372,ls_crawl,turn,left,Quadruped_372,4681
373,ls_crawl,turn,left,Quadruped_373,2387
374,ls_crawl,turn,left,Quadruped_374,8952
375,ls_crawl,turn,left,Quadruped_375,2237
376,ls_crawl,turn,left,Quadruped_376,2476
377,ls_crawl,turn,left,Quadruped_377,8876
378,ls_crawl,turn,left,Quadruped_378,2383
379,ls_crawl,turn,left,Quadruped_379,2238
380,ls_crawl,turn,right,Quadruped_380,2274
381,ls_crawl,turn,right,Quadruped_381,13868
382,ls_crawl,turn,right,Quadruped_382,2708
383,ls_crawl,turn,right,Quadruped_383,2568
384,ls_crawl,turn,right,Quadruped_384,5838
385,ls_crawl,turn,right,Quadruped_385,21445
386,ls_crawl,turn,right,Quadruped_386,2172
387,ls_crawl,turn,right,Quadruped_387,3070
388,ls_crawl,turn,right,Quadruped_388,2592
389,ls_crawl,turn,right,Quadruped_389,4914
390,ls_crawl,turn,right,Quadruped_390,2708
391,ls_crawl,turn,right,Quadruped_391,2170
392,ls_crawl,turn,right,Quadruped_392,2552
393,ls_crawl,turn,right,Quadruped_393,9932
394,ls_crawl,turn,right,Quadruped_394,5817
395,ls_crawl,turn,right,Quadruped_395,2444
396,ls_crawl,turn,right,Quadruped_396,3870
397,ls_crawl,turn,right,Quadruped_397,2378
398,ls_crawl,turn,right,Quadruped_398,3000
399,ls_crawl,turn,right,Quadruped_399,4320
400,trot,straight,forward,Quadruped_400,2400
401,trot,straight,forward,Quadruped_401,11286
402,trot,straight,forward,Quadruped_402,2250
403,trot,straight,forward,Quadruped_403,4104
404,trot,straight,forward,Quadruped_404,9000
405,trot,straight,forward,Quadruped_405,2652
406,trot,straight,forward,Quadruped_406,3220
407,trot,straight,forward,Quadruped_407,2250
408,trot,straight,forward,Quadruped_408,2376
409,trot,straight,forward,Quadruped_409,2818
410,trot,straight,forward,Quadruped_410,2818
411,trot,straight,forward,Quadruped_411,2094
412,trot,straight,forward,Quadruped_412,2652
413,trot,straight,forward,Quadruped_413,3600
414,trot,straight,forward,Quadruped_414,2250
415,trot,straight,forward,Quadruped_415,4761
416,trot,straight,forward,Quadruped_416,2250
417,trot,straight,forward,Quadruped_417,2818
418,trot,straight,forward,Quadruped_418,2250
419,trot,straight,forward,Quadruped_419,3756
420,trot,straight,backward,Quadruped_420,5038
421,trot,straight,backward,Quadruped_421,2818
422,trot,straight,backward,Quadruped_422,3924
423,trot,straight,backward,Quadruped_423,9000
424,trot,straight,backward,Quadruped_424,2094
425,trot,straight,backward,Quadruped_425,3600
426,trot,straight,backward,Quadruped_426,2094
427,trot,straight,backward,Quadruped_427,2502
428,trot,straight,backward,Quadruped_428,2652
429,trot,straight,backward,Quadruped_429,3000
430,trot,straight,backward,Quadruped_430,2502
431,trot,straight,backward,Quadruped_431,2652
432,trot,straight,backward,Quadruped_432,5628
433,trot,straight,backward,Quadruped_433,2250
434,trot,straight,backward,Quadruped_434,2818
435,trot,straight,backward,Quadruped_435,3756
436,trot,straight,backward,Quadruped_436,5318
437,trot,straight,backward,Quadruped_437,2818
438,trot,straight,backward,Quadruped_438,4510
439,trot,straight,backward,Quadruped_439,4510
440,trot,straight,left,Quadruped_440,50
441,trot,straight,left,Quadruped_441,5010
442,trot,straight,left,Quadruped_442,4287
443,trot,straight,left,Quadruped_443,2250
444,trot,straight,left,Quadruped_444,3600
445,trot,straight,left,Quadruped_445,2818
446,trot,straight,left,Quadruped_446,5004
447,trot,straight,left,Quadruped_447,3750
448,trot,straight,left,Quadruped_448,3924
449,trot,straight,left,Quadruped_449,2502
450,trot,straight,left,Quadruped_450,2094
451,trot,straight,left,Quadruped_451,2250
452,trot,straight,left,Quadruped_452,3220
453,trot,straight,left,Quadruped_453,2376
454,trot,straight,left,Quadruped_454,3924
455,trot,straight,left,Quadruped_455,2818
456,trot,straight,left,Quadruped_456,2376
457,trot,straight,left,Quadruped_457,3105
458,trot,straight,left,Quadruped_458,2250
459,trot,straight,left,Quadruped_459,7506
460,trot,straight,right,Quadruped_460,3775
461,trot,straight,right,Quadruped_461,3105
462,trot,straight,right,Quadruped_462,3105
463,trot,straight,right,Quadruped_463,3105
464,trot,straight,right,Quadruped_464,5634
465,trot,straight,right,Quadruped_465,7506
466,trot,straight,right,Quadruped_466,15000
467,trot,straight,right,Quadruped_467,6000
468,trot,straight,right,Quadruped_468,2094
469,trot,straight,right,Quadruped_469,2250
470,trot,straight,right,Quadruped_470,2250
471,trot,straight,right,Quadruped_471,2652
472,trot,straight,right,Quadruped_472,3600
473,trot,straight,right,Quadruped_473,10008
474,trot,straight,right,Quadruped_474,2818
475,trot,straight,right,Quadruped_475,12888
476,trot,straight,right,Quadruped_476,2652
477,trot,straight,right,Quadruped_477,3000
478,trot,straight,right,Quadruped_478,3750
479,trot,straight,right,Quadruped_479,4510
480,trot,turn,forward,Quadruped_480,2400
481,trot,turn,forward,Quadruped_481,12888
482,trot,turn,forward,Quadruped_482,2094
483,trot,turn,forward,Quadruped_483,2652
484,trot,turn,forward,Quadruped_484,2652
485,trot,turn,forward,Quadruped_485,3600
486,trot,turn,forward,Quadruped_486,5004
487,trot,turn,forward,Quadruped_487,6000
488,trot,turn,forward,Quadruped_488,3750
489,trot,turn,forward,Quadruped_489,3220
490,trot,turn,forward,Quadruped_490,9000
491,trot,turn,forward,Quadruped_491,5318
492,trot,turn,forward,Quadruped_492,3750
493,trot,turn,forward,Quadruped_493,2094
494,trot,turn,forward,Quadruped_494,3000
495,trot,turn,forward,Quadruped_495,2376
496,trot,turn,forward,Quadruped_496,3345
497,trot,turn,forward,Quadruped_497,2652
498,trot,turn,forward,Quadruped_498,2094
499,trot,turn,forward,Quadruped_499,5304
500,trot,turn,backward,Quadruped_500,2265
501,trot,turn,backward,Quadruped_501,7512
502,trot,turn,backward,Quadruped_502,2376
503,trot,turn,backward,Quadruped_503,3220
504,trot,turn,backward,Quadruped_504,2376
505,trot,turn,backward,Quadruped_505,5004
506,trot,turn,backward,Quadruped_506,3756
507,trot,turn,backward,Quadruped_507,3000
508,trot,turn,backward,Quadruped_508,9000
509,trot,turn,backward,Quadruped_509,2094
510,trot,turn,backward,Quadruped_510,3000
511,trot,turn,backward,Quadruped_511,3105
512,trot,turn,backward,Quadruped_512,2376
513,trot,turn,backward,Quadruped_513,3105
514,trot,turn,backward,Quadruped_514,3105
515,trot,turn,backward,Quadruped_515,2376
516,trot,turn,backward,Quadruped_516,5010
517,trot,turn,backward,Quadruped_517,3756
518,trot,turn,backward,Quadruped_518,2652
519,trot,turn,backward,Quadruped_519,2250
520,trot,turn,left,Quadruped_520,2432
521,trot,turn,left,Quadruped_521,3345
522,trot,turn,left,Quadruped_522,2094
523,trot,turn,left,Quadruped_523,7500
524,trot,turn,left,Quadruped_524,2376
525,trot,turn,left,Quadruped_525,2502
526,trot,turn,left,Quadruped_526,2094
527,trot,turn,left,Quadruped_527,10044
528,trot,turn,left,Quadruped_528,5318
529,trot,turn,left,Quadruped_529,4510
530,trot,turn,left,Quadruped_530,2818
531,trot,turn,left,Quadruped_531,2502
532,trot,turn,left,Quadruped_532,2502
533,trot,turn,left,Quadruped_533,3105
534,trot,turn,left,Quadruped_534,3000
535,trot,turn,left,Quadruped_535,4761
536,trot,turn,left,Quadruped_536,15000
537,trot,turn,left,Quadruped_537,8192
538,trot,turn,left,Quadruped_538,2250
539,trot,turn,left,Quadruped_539,2250
540,trot,turn,right,Quadruped_540,2670
541,trot,turn,right,Quadruped_541,2652
542,trot,turn,right,Quadruped_542,3756
543,trot,turn,right,Quadruped_543,2502
544,trot,turn,right,Quadruped_544,2502
545,trot,turn,right,Quadruped_545,2818
546,trot,turn,right,Quadruped_546,2502
547,trot,turn,right,Quadruped_547,2502
548,trot,turn,right,Quadruped_548,2652
549,trot,turn,right,Quadruped_549,7506
550,trot,turn,right,Quadruped_550,2376
551,trot,turn,right,Quadruped_551,3345
552,trot,turn,right,Quadruped_552,11256
553,trot,turn,right,Quadruped_553,4287
554,trot,turn,right,Quadruped_554,10044
555,trot,turn,right,Quadruped_555,2094
556,trot,turn,right,Quadruped_556,5010
557,trot,turn,right,Quadruped_557,2376
558,trot,turn,right,Quadruped_558,3600
559,trot,turn,right,Quadruped_559,2652
560,pace,straight,forward,Quadruped_560,2519
561,pace,straight,forward,Quadruped_561,2376
562,pace,straight,forward,Quadruped_562,2376
563,pace,straight,forward,Quadruped_563,2094
564,pace,straight,forward,Quadruped_564,4104
565,pace,straight,forward,Quadruped_565,10002
566,pace,straight,forward,Quadruped_566,3345
567,pace,straight,forward,Quadruped_567,6430
568,pace,straight,forward,Quadruped_568,2818
569,pace,straight,forward,Quadruped_569,2094
570,pace,straight,forward,Quadruped_570,2094
571,pace,straight,forward,Quadruped_571,2376
572,pace,straight,forward,Quadruped_572,2250
